[Alerta] PID 1 | CPU: 2.82 seg | Mem: 6864 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 17 | CPU: 12.13 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 30 | CPU: 5.83 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 36 | CPU: 4.96 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 46 | CPU: 2.02 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 51 | CPU: 4.47 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 68 | CPU: 41.33 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 195 | CPU: 7.29 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 235 | CPU: 13.60 seg | Mem: 84480 KB | IO R/W: 0/0 bytes | Razones: CPU MEM 
[Alerta] PID 342 | CPU: 1.72 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 536 | CPU: 6.23 seg | Mem: 1920 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 538 | CPU: 1.82 seg | Mem: 5568 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 553 | CPU: 3.13 seg | Mem: 1156 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 652 | CPU: 2.21 seg | Mem: 3584 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 654 | CPU: 2.00 seg | Mem: 11440 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 663 | CPU: 2.31 seg | Mem: 5236 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 677 | CPU: 8.05 seg | Mem: 21276 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 686 | CPU: 1.13 seg | Mem: 7100 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 1082 | CPU: 12.38 seg | Mem: 5580 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 1302 | CPU: 1.03 seg | Mem: 4596 KB | IO R/W: 514155520/996478976 bytes | Razones: CPU IOR IOW 
[Alerta] PID 1311 | CPU: 2.42 seg | Mem: 10900 KB | IO R/W: 9830400/8192 bytes | Razones: CPU 
[Alerta] PID 1332 | CPU: 2.58 seg | Mem: 3456 KB | IO R/W: 1691648/0 bytes | Razones: CPU 
[Alerta] PID 1425 | CPU: 0.21 seg | Mem: 4224 KB | IO R/W: 12447744/0 bytes | Razones: IOR 
[Alerta] PID 1435 | CPU: 0.33 seg | Mem: 5120 KB | IO R/W: 12407808/4096 bytes | Razones: IOR 
[Alerta] PID 1470 | CPU: 2238.31 seg | Mem: 275872 KB | IO R/W: 184299520/45056 bytes | Razones: CPU MEM IOR 
[Alerta] PID 1537 | CPU: 0.31 seg | Mem: 6144 KB | IO R/W: 18227200/0 bytes | Razones: IOR 
[Alerta] PID 1627 | CPU: 3.36 seg | Mem: 4992 KB | IO R/W: 2904064/8192 bytes | Razones: CPU 
[Alerta] PID 1700 | CPU: 1.95 seg | Mem: 8856 KB | IO R/W: 6410240/0 bytes | Razones: CPU 
[Alerta] PID 1780 | CPU: 4.09 seg | Mem: 7136 KB | IO R/W: 42762240/0 bytes | Razones: CPU IOR 
[Alerta] PID 1849 | CPU: 1.48 seg | Mem: 12724 KB | IO R/W: 11726848/237568 bytes | Razones: CPU IOR 
[Alerta] PID 1862 | CPU: 1.11 seg | Mem: 7916 KB | IO R/W: 12926976/0 bytes | Razones: CPU IOR 
[Alerta] PID 1999 | CPU: 4.10 seg | Mem: 36992 KB | IO R/W: 17948672/0 bytes | Razones: CPU IOR 
[Alerta] PID 2064 | CPU: 229.69 seg | Mem: 357844 KB | IO R/W: 597402624/378241024 bytes | Razones: CPU MEM IOR IOW 
[Alerta] PID 2123 | CPU: 1.55 seg | Mem: 13988 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 2390 | CPU: 4.86 seg | Mem: 74884 KB | IO R/W: 40033280/0 bytes | Razones: CPU MEM IOR 
[Alerta] PID 2669 | CPU: 124.73 seg | Mem: 215760 KB | IO R/W: 173066240/0 bytes | Razones: CPU MEM IOR 
[Alerta] PID 2763 | CPU: 2.07 seg | Mem: 7884 KB | IO R/W: 10108928/0 bytes | Razones: CPU 
[Alerta] PID 2924 | CPU: 3.19 seg | Mem: 30760 KB | IO R/W: 12307456/0 bytes | Razones: CPU IOR 
[Alerta] PID 3055 | CPU: 20.24 seg | Mem: 60048 KB | IO R/W: 41926656/221184 bytes | Razones: CPU MEM IOR 
[Alerta] PID 3070 | CPU: 12.56 seg | Mem: 353192 KB | IO R/W: 30419968/0 bytes | Razones: CPU MEM IOR 
[Alerta] PID 3336 | CPU: 0.04 seg | Mem: 1152 KB | IO R/W: 70885376/0 bytes | Razones: IOR 
[Alerta] PID 3462 | CPU: 101.87 seg | Mem: 87880 KB | IO R/W: 127885312/25735168 bytes | Razones: CPU MEM IOR IOW 
[Alerta] PID 3493 | CPU: 99.41 seg | Mem: 24056 KB | IO R/W: 3555328/32768 bytes | Razones: CPU 
[Alerta] PID 3630 | CPU: 313.13 seg | Mem: 125224 KB | IO R/W: 51806208/0 bytes | Razones: CPU MEM IOR 
[Alerta] PID 3634 | CPU: 5.71 seg | Mem: 24372 KB | IO R/W: 16039936/217088 bytes | Razones: CPU IOR 
[Alerta] PID 3659 | CPU: 736.42 seg | Mem: 379024 KB | IO R/W: 215191552/126976 bytes | Razones: CPU MEM IOR 
[Alerta] PID 3688 | CPU: 11.56 seg | Mem: 46104 KB | IO R/W: 40673280/8192 bytes | Razones: CPU IOR 
[Alerta] PID 3689 | CPU: 6.45 seg | Mem: 34188 KB | IO R/W: 11087872/0 bytes | Razones: CPU IOR 
[Alerta] PID 3690 | CPU: 324.45 seg | Mem: 391060 KB | IO R/W: 418709504/518807552 bytes | Razones: CPU MEM IOR IOW 
[Alerta] PID 3781 | CPU: 31.75 seg | Mem: 49516 KB | IO R/W: 76517376/2465792 bytes | Razones: CPU IOR 
[Alerta] PID 3856 | CPU: 75.21 seg | Mem: 36436 KB | IO R/W: 142319616/41484288 bytes | Razones: CPU IOR IOW 
[Alerta] PID 3914 | CPU: 1.53 seg | Mem: 21524 KB | IO R/W: 7688192/0 bytes | Razones: CPU 
[Alerta] PID 3958 | CPU: 0.74 seg | Mem: 6092 KB | IO R/W: 89489408/7913472 bytes | Razones: IOR 
[Alerta] PID 4576 | CPU: 4.15 seg | Mem: 11724 KB | IO R/W: 94515200/4096 bytes | Razones: CPU IOR 
[Alerta] PID 4623 | CPU: 8.74 seg | Mem: 30456 KB | IO R/W: 83030016/16384 bytes | Razones: CPU IOR 
[Alerta] PID 5255 | CPU: 3.38 seg | Mem: 88144 KB | IO R/W: 15380480/0 bytes | Razones: CPU MEM IOR 
[Alerta] PID 5316 | CPU: 1.51 seg | Mem: 76672 KB | IO R/W: 16384/0 bytes | Razones: CPU MEM 
[Alerta] PID 5377 | CPU: 0.09 seg | Mem: 77440 KB | IO R/W: 0/0 bytes | Razones: MEM 
[Alerta] PID 5775 | CPU: 1.44 seg | Mem: 76784 KB | IO R/W: 0/0 bytes | Razones: CPU MEM 
[Alerta] PID 5935 | CPU: 1.17 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 5963 | CPU: 5.94 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 6675 | CPU: 1.74 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 8387 | CPU: 1.84 seg | Mem: 0 KB | IO R/W: 0/0 bytes | Razones: CPU 
[Alerta] PID 10283 | CPU: 0.52 seg | Mem: 69232 KB | IO R/W: 0/36864 bytes | Razones: MEM 
[Alerta] PID 10979 | CPU: 1.71 seg | Mem: 25028 KB | IO R/W: 6606848/118784 bytes | Razones: CPU 
[Alerta] PID 11257 | CPU: 0.24 seg | Mem: 5760 KB | IO R/W: 31805440/208896 bytes | Razones: IOR 
[Alerta] PID 11666 | CPU: 1.86 seg | Mem: 98852 KB | IO R/W: 26415104/0 bytes | Razones: CPU MEM IOR 
